"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jun 01 10:47:54 GMT 2024","Sat Jun 01 10:47:55 GMT 2024","166","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
"passed","Sat Jun 01 10:47:52 GMT 2024","Sat Jun 01 10:47:52 GMT 2024","125","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
"passed","Sat Jun 01 10:49:07 GMT 2024","Sat Jun 01 10:49:07 GMT 2024","75","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfiguration","Create build configuration with different parameters: positive tests",""
"failed","Sat Jun 01 10:49:13 GMT 2024","Sat Jun 01 10:49:13 GMT 2024","16","API Suite (0)","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProject","Create project with different parameters: positive test",""
"failed","Sat Jun 01 10:47:58 GMT 2024","Sat Jun 01 10:47:58 GMT 2024","48","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProject","Create project with different parameters: positive test",""
"passed","Sat Jun 01 10:48:00 GMT 2024","Sat Jun 01 10:48:00 GMT 2024","12","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectInvalidData","Create project with invalid parameters: negative test",""
"passed","Sat Jun 01 10:49:07 GMT 2024","Sat Jun 01 10:49:07 GMT 2024","55","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfiguration","Create build configuration with different parameters: positive tests",""
"failed","Sat Jun 01 10:47:57 GMT 2024","Sat Jun 01 10:47:57 GMT 2024","72","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProject","Create project with different parameters: positive test",""
"failed","Sat Jun 01 10:49:12 GMT 2024","Sat Jun 01 10:49:12 GMT 2024","27","API Suite (0)","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProject","Create project with different parameters: positive test",""
"passed","Sat Jun 01 10:48:01 GMT 2024","Sat Jun 01 10:48:01 GMT 2024","16","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectInvalidData","Create project with invalid parameters: negative test",""
"passed","Sat Jun 01 10:47:08 GMT 2024","Sat Jun 01 10:47:28 GMT 2024","19939","Surefire suite","Surefire test","com.example.teamcity.ui.SetupTest","com.example.teamcity.ui.SetupTest","setUpAgentTest","setUpAgentTest",""
"passed","Sat Jun 01 10:47:49 GMT 2024","Sat Jun 01 10:47:49 GMT 2024","198","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfiguration","Create build configuration with different parameters: positive tests",""
"passed","Sat Jun 01 10:49:16 GMT 2024","Sat Jun 01 10:49:16 GMT 2024","5","API Suite (0)","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectInvalidData","Create project with invalid parameters: negative test",""
"passed","Sat Jun 01 10:49:08 GMT 2024","Sat Jun 01 10:49:08 GMT 2024","55","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
"passed","Sat Jun 01 10:49:27 GMT 2024","Sat Jun 01 10:49:33 GMT 2024","6008","UI Suite (0)","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","checkCreateNewProjectFromVCSInvalidData","Check create new project from VCS invalid data",""
"passed","Sat Jun 01 10:49:19 GMT 2024","Sat Jun 01 10:49:19 GMT 2024","13","API Suite (0)","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","unauthorizedUserShouldNotHaveRightsToCreateProject","Unauthorized user should not have rights to create project",""
"passed","Sat Jun 01 10:48:01 GMT 2024","Sat Jun 01 10:48:01 GMT 2024","14","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectInvalidData","Create project with invalid parameters: negative test",""
"failed","Sat Jun 01 10:49:10 GMT 2024","Sat Jun 01 10:49:10 GMT 2024","73","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
"failed","Sat Jun 01 10:49:11 GMT 2024","Sat Jun 01 10:49:11 GMT 2024","28","API Suite (0)","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProject","Create project with different parameters: positive test",""
"passed","Sat Jun 01 10:49:10 GMT 2024","Sat Jun 01 10:49:10 GMT 2024","58","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
"failed","Sat Jun 01 10:48:02 GMT 2024","Sat Jun 01 10:48:02 GMT 2024","38","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectInvalidData","Create project with invalid parameters: negative test",""
"passed","Sat Jun 01 10:49:18 GMT 2024","Sat Jun 01 10:49:18 GMT 2024","106","API Suite (0)","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectAdminShouldNotHaveRightsToCreateBuildConfigToAnotherProject","Project admin should not have rights to create build config to another project",""
"passed","Sat Jun 01 10:49:03 GMT 2024","Sat Jun 01 10:49:03 GMT 2024","60","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfigurationTest","Create build configuration by user",""
"failed","Sat Jun 01 10:47:58 GMT 2024","Sat Jun 01 10:47:58 GMT 2024","44","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProject","Create project with different parameters: positive test",""
"failed","Sat Jun 01 10:47:55 GMT 2024","Sat Jun 01 10:47:55 GMT 2024","164","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
"passed","Sat Jun 01 10:47:53 GMT 2024","Sat Jun 01 10:47:53 GMT 2024","149","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
"passed","Sat Jun 01 10:49:04 GMT 2024","Sat Jun 01 10:49:04 GMT 2024","123","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigWithSameName","Duplicated name of build configuration is not allowed test",""
"failed","Sat Jun 01 10:49:16 GMT 2024","Sat Jun 01 10:49:16 GMT 2024","11","API Suite (0)","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectInvalidData","Create project with invalid parameters: negative test",""
"passed","Sat Jun 01 10:49:08 GMT 2024","Sat Jun 01 10:49:09 GMT 2024","78","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
"passed","Sat Jun 01 10:48:02 GMT 2024","Sat Jun 01 10:48:02 GMT 2024","35","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectInvalidData","Create project with invalid parameters: negative test",""
"passed","Sat Jun 01 10:47:59 GMT 2024","Sat Jun 01 10:48:00 GMT 2024","35","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProject","Create project with different parameters: positive test",""
"passed","Sat Jun 01 10:49:15 GMT 2024","Sat Jun 01 10:49:15 GMT 2024","10","API Suite (0)","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectInvalidData","Create project with invalid parameters: negative test",""
"passed","Sat Jun 01 10:49:06 GMT 2024","Sat Jun 01 10:49:06 GMT 2024","68","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfiguration","Create build configuration with different parameters: positive tests",""
"passed","Sat Jun 01 10:49:05 GMT 2024","Sat Jun 01 10:49:05 GMT 2024","148","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfiguration","Create build configuration with different parameters: positive tests",""
"passed","Sat Jun 01 10:49:16 GMT 2024","Sat Jun 01 10:49:16 GMT 2024","6","API Suite (0)","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectInvalidData","Create project with invalid parameters: negative test",""
"passed","Sat Jun 01 10:47:53 GMT 2024","Sat Jun 01 10:47:53 GMT 2024","145","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
"passed","Sat Jun 01 10:47:56 GMT 2024","Sat Jun 01 10:47:56 GMT 2024","120","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
"passed","Sat Jun 01 10:47:51 GMT 2024","Sat Jun 01 10:47:52 GMT 2024","138","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
"passed","Sat Jun 01 10:47:54 GMT 2024","Sat Jun 01 10:47:54 GMT 2024","99","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
"passed","Sat Jun 01 10:49:17 GMT 2024","Sat Jun 01 10:49:17 GMT 2024","21","API Suite (0)","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectWithSameName","Duplicated project name is not allowed test",""
"failed","Sat Jun 01 10:47:56 GMT 2024","Sat Jun 01 10:47:57 GMT 2024","174","API Suite","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProject","Create project with different parameters: positive test",""
"failed","Sat Jun 01 10:49:13 GMT 2024","Sat Jun 01 10:49:13 GMT 2024","26","API Suite (0)","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProject","Create project with different parameters: positive test",""
"failed","Sat Jun 01 10:49:33 GMT 2024","Sat Jun 01 10:49:45 GMT 2024","12018","UI Suite (0)","UI Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","createNewProjectWithBuildConfigurationManually","Create new project with build configuration manually",""
"passed","Sat Jun 01 10:49:03 GMT 2024","Sat Jun 01 10:49:03 GMT 2024","163","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigWithSameId","Duplicated id of build configuration is not allowed test",""
"passed","Sat Jun 01 10:47:47 GMT 2024","Sat Jun 01 10:47:48 GMT 2024","400","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfiguration","Create build configuration with different parameters: positive tests",""
"passed","Sat Jun 01 10:45:04 GMT 2024","Sat Jun 01 10:46:01 GMT 2024","56952","Surefire suite","Surefire test","com.example.teamcity.ui.SetupTest","com.example.teamcity.ui.SetupTest","startUpTest","startUpTest",""
"passed","Sat Jun 01 10:49:15 GMT 2024","Sat Jun 01 10:49:15 GMT 2024","11","API Suite (0)","API Test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","createProjectInvalidData","Create project with invalid parameters: negative test",""
"passed","Sat Jun 01 10:47:48 GMT 2024","Sat Jun 01 10:47:48 GMT 2024","225","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfiguration","Create build configuration with different parameters: positive tests",""
"passed","Sat Jun 01 10:49:10 GMT 2024","Sat Jun 01 10:49:10 GMT 2024","53","API Suite (0)","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","createBuildConfigurationInvalidData","Create build configuration with different parameters: negative tests",""
